62950;8;14245
31179;0;33425
63701;5;55726
5190;12;43963
41334;0;33425
44734;4;35792
25645;2;26375
62042;3;47168
7555;7;8773
65791;0;6953
64330;9;6288
60949;9;73682
10066;8;25483
68501;7;14798
56833;4;3097
48184;8;27704
69673;0;6953
19393;5;9086
56498;7;68040
30167;9;64917
63888;5;238
1533;5;67524
47273;3;770
25616;0;33425
68118;10;68839
35891;1;32504
64618;4;20917
52533;1;67763
270;5;6675
42714;4;59576
32047;7;50466
50666;5;55720
24760;12;40569
32650;7;68433
14249;0;33425
56969;0;33425
21616;3;56522
3198;9;26546
5152;4;27058
54194;4;9219
14274;4;57759
73786;9;10188
18877;0;6953
65131;9;35841
67128;9;21131
32238;1;26183
50320;1;38092
55782;5;53502
57062;7;1139
46415;1;67763
13283;5;6230
11306;7;10188
27867;8;70081
39758;5;45714
27504;0;33425
2444;5;8881
7225;8;939
56306;7;68433
31015;10;4739
4903;1;32071
66962;9;28924
56961;0;33425
56036;10;26834
65141;0;33425
15440;9;14777
3147;7;48877
14358;0;33425
44633;3;56522
65688;8;50712
1692;9;58604
8529;9;2486
51913;0;6953
6008;7;38457
36008;5;39955
34613;0;33425
4321;9;17242
47051;7;14414
53223;0;33425
8257;10;32039
43189;0;33425
8195;5;25619
38100;6;66793
68726;1;28612
30505;8;34223
49523;1;28612
72671;9;57521
21422;0;33425
65706;8;10046
4124;7;10519
70793;0;33425
47786;0;6953
55368;6;66977
29150;1;8137
72895;1;32504
38906;1;28612
740;1;67763
55345;0;33425
41408;1;28612
47844;5;31725
13294;12;74801
37961;9;4318
22471;2;14979
65040;7;62652
73991;1;28612
68591;9;66675
4701;12;1025
41842;0;33425
69091;7;31084
6565;5;43598
8009;7;43689
4595;9;14922
12825;12;17954
31595;0;33425
11255;12;47157
30400;6;73891
5854;4;29915
44499;0;6953
68717;1;38092
64407;9;45368
32630;9;9024
33409;5;20997
29746;7;39882
42939;7;25416
62688;0;33425
22587;0;33425
71768;2;6844
58717;9;15499
3216;1;28612
18676;1;28612
69334;0;33425
47991;9;11705
16211;6;61080
1816;0;33425
70394;0;33425
72340;9;15000
67152;8;58904
58593;1;32071
13070;3;27995
61217;5;53502
28043;1;62781
56578;7;43300
42651;0;33425
834;8;146
7034;1;7992
67689;9;27955
51694;5;1622
26542;1;28612
52155;9;47642
44317;7;8137
56180;0;33425
44884;7;28178
67244;5;12290
46563;12;13729
3972;12;9665
65113;3;44307
65821;5;11868
50504;1;32504
51779;1;67763
36260;5;68406
5278;5;11868
45835;5;9726
53175;8;12634
44014;9;18170
14441;10;44337
55243;2;68583
64054;1;28612
14145;0;33425
3612;12;17684
29147;11;18717
6011;9;21131
14918;1;28612
59759;1;28612
8011;0;33425
55574;12;28128
67151;5;58615
61403;1;32504
66463;0;33425
28715;4;57759
20829;1;28612
14592;1;46648
36197;4;12516
24972;8;11128
16059;5;25619
3692;8;47594
23997;3;21172
6623;8;3322
27187;1;28612
18260;6;16373
60481;5;24689
3518;10;45512
24720;12;65907
37258;0;6953
46871;0;33425
25014;7;10025
33886;1;28612
12012;5;55980
32315;8;57889
34210;5;21209
36520;8;63824
25318;0;33425
41135;7;25416
39579;5;5283
5033;0;6953
13674;6;16373
36248;7;6975
19470;4;39656
11894;9;4802
43723;5;5283
44231;8;40830
7382;0;33425
10359;1;32504
12160;1;27107
27636;0;33425
70202;1;28612
69680;9;3503
27918;8;30796
29067;1;46648
48864;0;33425
26632;5;24689
3773;0;33425
24205;9;37136
26851;0;33425
64022;5;25619
11117;5;55980
5470;8;43896
32740;5;45748
25473;1;69614
28247;1;28612
35953;8;21131
26453;3;21172
57129;8;20185
39970;3;35603
54378;8;30437
17756;0;33425
53583;3;38241
73248;5;68430
29559;5;53479
61193;2;6844
37424;4;63843
67138;9;55151
704;7;43208
59986;1;38092
59095;5;34328
17021;8;64434
65758;1;28612
13924;3;33869
21681;9;71913
74441;0;33425
20575;1;28612
23467;6;24877
17687;5;29130
6277;0;33425
40473;11;36615
41691;6;16373
49712;1;28612
59901;5;31725
65039;6;32007
62023;7;18170
12471;0;33425
46951;1;28612
69090;5;25619
26796;0;33425
35987;0;33425
27109;4;405
27394;2;41281
71359;1;32504
37392;7;164
5852;8;15499
17214;4;59576
4748;1;67763
923;7;59565
64490;0;33425
9985;5;11868
3459;1;7992
14157;3;56522
72246;1;32071
39512;5;53991
2386;6;24877
61689;0;33425
48973;1;44576
56367;1;28612
39347;7;21131
33205;0;33425
65588;7;69252
2631;5;24689
37956;9;12721
73522;0;6953
6061;3;27995
19953;0;33425
74385;1;67763
67667;8;57268
12947;0;33425
31792;1;32504
31273;9;50740
63902;0;33425
69183;6;16373
65050;5;16668
67702;5;16668
3478;5;5283
72727;8;21131
21070;5;238
72190;1;33692
18129;1;44576
62819;6;20371
54330;4;39023
43556;7;11319
65521;1;40801
5678;11;32313
604;0;33425
69589;1;39462
23134;7;34607
43773;1;28612
62393;5;25994
38264;9;72799
60002;9;21131
26989;10;70020
38573;1;27107
29306;9;36278
4199;9;54549
38150;5;55726
42592;6;51825
61301;5;11868
10678;1;28612
47701;9;73177
19956;9;39792
2991;9;4354
39441;0;33425
33770;7;38487
16193;0;33425
10641;4;57759
1841;9;56449
15817;1;67763
36245;10;28128
27375;5;14352
46297;6;51825
31050;5;25994
48513;9;43208
73373;8;15723
22821;1;42429
4094;9;69252
30640;9;72123
35475;0;33425
19448;8;22839
14840;0;33425
23752;8;63819
57459;7;43052
40787;1;28612
47871;5;68406
40574;9;7812
63715;6;8044
3614;5;238
10166;1;7992
45819;8;45619
41311;5;68904
51849;8;57939
59884;1;28694
41978;10;48825
47070;0;33425
58652;11;45842
52204;0;33425
58363;6;44193
53721;8;58791
25783;6;53809
55793;11;17920
45013;5;5283
39806;4;7690
68630;1;9099
54719;1;32504
30084;7;55151
42644;5;3730
6151;0;33425
12075;7;41228
66905;5;56136
7852;0;33425
35243;0;33425
54037;9;11345
18914;5;72413
50856;5;53502
62817;10;26228
25878;8;26285
55436;1;28612
73080;5;68430
21307;9;64434
48293;1;28612
20088;0;33425
7418;9;26766
14334;1;32504
53525;5;11868
24360;5;74191
42996;1;28612
9545;6;28334
7651;1;67763
49666;0;33425
31244;12;71461
20189;7;38046
48601;7;56449
18883;12;62551
33399;2;20228
42917;1;38092
20343;5;11868
63137;8;56449
35775;1;69614
18556;5;25619
30350;3;23284
57918;1;28612
65266;4;74187
55453;4;21003
10496;1;28612
72811;1;25180
60391;1;8137
4406;1;28612
20161;10;42000
21156;10;20810
10504;0;33425
33230;1;28612
10733;9;70618
70769;0;6953
16835;9;63824
15271;5;20997
70188;0;6953
18491;0;33425
625;0;33425
15937;7;24401
73620;4;45468
16591;12;44305
70916;0;33425
40009;9;33916
7282;3;58080
28096;9;21131
41491;3;38241
31410;12;18013
1170;8;40501
51156;7;50397
8656;9;50448
4468;1;67763
73878;0;33425
12851;1;27107
30108;6;61011
69543;10;20497
26369;5;14749
52901;8;19834
72851;9;38720
30001;0;33425
1291;1;28612
55066;1;38092
72487;9;35571
72381;9;20529
45412;8;32352
15665;9;28022
51175;6;62338
33255;1;28694
26092;0;33425
7659;8;21099
34272;7;57448
3495;2;29429
40474;9;39828
70237;5;25619
32744;5;68406
25173;1;27706
35975;1;32504
2565;1;14734
20505;9;69252
74120;1;28612
5738;8;11193
49214;9;19702
31029;5;74191
748;1;49404
15432;3;56522
4080;0;33425
69140;5;21209
20712;0;33425
48351;5;37315
14574;3;38241
7295;9;35571
40732;9;10188
70743;1;28612
72988;1;35699
10297;1;28612
2401;9;66126
41147;1;67763
37360;8;39083
29361;8;69252
40516;1;32504
34959;1;24816
21592;9;64186
20437;4;29776
52545;4;43230
70392;6;74460
53336;9;26546
47932;1;28612
38021;4;10558
1224;1;9099
41343;5;25750
26587;8;39160
6389;9;24834
39550;3;41468
47936;4;42556
45476;1;28612
17521;0;33425
28692;0;33425
29070;5;13999
7431;0;33425
19841;7;68433
26331;0;33425
3337;5;68034
72785;0;33425
58181;4;56201
69991;0;33425
22708;4;61539
56309;9;21131
47290;9;73888
8193;0;6953
36571;9;26546
39068;0;6953
12918;1;28612
211;9;49953
48054;0;33425
51725;1;28612
6231;8;50754
32461;5;9726
12493;8;4499
28460;2;9207
19982;9;49993
9638;9;8707
14051;9;28397
22467;9;57521
74676;5;23759
53932;6;4892
68956;6;45247
66031;9;10383
2151;1;8137
72927;9;47594
73749;9;1600
13088;0;33425
25179;0;33425
5510;5;11868
52290;6;15011
48438;0;6953
55942;5;238
69677;0;33425
9493;1;28612
23069;5;23759
3044;8;38117
35147;0;33425
62395;7;6690
4188;1;44576
12774;4;10558
60050;7;52969
16103;9;10188
66604;0;33425
12529;5;68406
39574;3;38241
40555;9;65860
48496;9;18110
36816;1;32071
49806;0;33425
46442;3;38241
62265;5;31725
15402;5;68406
51251;0;6953
25571;9;64632
22816;4;28523
8935;9;53943
17321;1;28612
14680;5;9086
49486;5;12512
60272;3;38241
61432;8;46075
39250;1;67763
20200;0;33425
17214;1;28612
38397;0;33425
18542;0;33425
7518;0;33425
44089;0;33425
6065;9;69252
37079;9;64632
12348;8;72196
6472;9;1918
57319;4;54771
27136;5;52691
29516;8;14245
44529;5;21209
30667;8;53622
6154;9;41274
44153;9;69252
74608;5;55980
12827;0;33425
53457;5;21209
29913;5;55980
50127;9;70928
56584;0;6953
38959;7;21131
67936;7;69252
69033;1;28612
33421;6;61011
73337;7;40275
71452;8;14245
7080;12;52037
27332;7;46543
6484;0;33425
24571;0;33425
71527;8;3503
60218;0;33425
41744;8;55311
51435;1;32504
40774;0;33425
73680;10;24068
18298;8;45205
70288;1;28612
46373;4;22801
27944;12;23208
59016;0;33425
56046;0;33425
21657;1;32504
68986;4;59218
67043;1;28612
29764;1;49404
27442;9;10276
49849;8;39112
12458;7;18415
725;9;44576
5284;9;57226
28159;5;25619
41817;5;10761
39742;4;57759
22038;5;68406
21105;7;43359
54913;6;32007
19541;1;28612
67129;9;31869
27436;9;62307
70945;0;6953
72081;7;49018
21835;1;32504
74184;6;61627
25830;12;10137
32486;8;60794
7839;8;72123
23276;0;33425
40564;4;38486
1986;9;56449
5043;11;69005
34503;7;1918
38209;9;69088
25095;1;14734
28993;0;6953
44233;1;35699
61987;4;7690
21509;0;33425
60121;7;6788
54014;9;50397
37175;8;3503
34747;7;43208
15076;5;11868
56147;0;33425
68447;8;39083
6336;5;9086
42980;1;28612
70215;8;69252
39263;0;33425
25052;5;238
13631;9;38155
567;5;23790
26442;0;33425
66247;4;26342
25785;5;29573
10648;6;41629
21242;1;28612
24683;6;12501
10584;0;33425
19571;0;6953
21404;5;16668
21299;5;11868
17928;6;16373
18491;4;63843
40885;5;21743
15822;0;33425
13819;7;58219
62326;1;28612
37148;7;58830
35304;7;43300
12140;12;74540
23220;5;40479
33482;7;73682
31962;6;48485
4230;5;11868
55777;0;33425
72189;0;33425
69626;7;14259
44021;1;32504
39081;1;49404
57028;4;74187
69663;0;33425
53968;7;39241
3063;9;64632
11204;0;6953
28233;6;51825
33688;1;28612
28750;5;9194
14618;0;33425
24779;0;33425
42684;5;39372
23993;0;33425
29188;0;33425
51579;1;38092
40545;8;70141
68340;1;38092
71731;4;53146
11925;9;64632
9085;5;6675
50418;9;68040
23185;5;12512
66201;1;9099
59585;5;238
65547;9;24834
845;1;49404
59076;6;74460
6371;4;41506
45739;0;33425
30263;0;33425
64583;0;6953
23163;7;42842
50552;8;56449
1538;9;54216
73785;0;6953
9836;7;46645
59287;0;33425
20897;9;39811
23660;1;28612
24315;0;33425
17905;9;69252
28056;5;21209
72966;9;44382
35547;5;68034
72259;1;49404
19209;0;33425
65207;8;46609
35467;0;33425
71187;4;62287
7144;0;33425
54921;1;67763
20671;8;66413
2316;0;33425
31098;5;56136
43927;9;64632
16450;1;35713
71285;1;46648
71960;1;28612
30477;11;67701
23069;0;33425
4609;1;28612
22690;1;44576
14695;1;28612
34089;0;33425
37329;7;8447
48133;7;41174
45892;0;33425
23489;5;4890
73306;1;12370
59254;0;33425
63754;5;31725
40811;1;28612
27699;0;33425
39157;9;28612
50951;0;33425
9702;7;52415
3413;0;33425
10540;1;28612
24043;0;33425
15430;0;33425
10865;7;34607
47588;1;32071
36723;1;28612
65434;0;33425
8724;9;6083
42946;5;51015
51287;6;8044
52492;4;50706
10561;1;28612
1656;9;21131
34421;9;164
15440;10;46187
19764;5;65514
50090;5;35195
48699;1;28612
35905;0;33425
23581;3;770
72780;5;11868
42384;0;6953
35410;3;38241
47005;1;28612
65950;3;38241
50285;9;58604
29451;0;33425
34552;0;33425
47478;9;48804
19826;1;28612
26842;5;25619
69200;8;28799
19584;0;33425
20832;8;67717
28472;2;14979
8163;0;6953
71563;9;11107
40066;5;11868
29346;5;25619
21148;1;28612
1633;5;68406
22390;3;27995
50635;0;33425
35673;5;9726
20389;11;64110
9598;6;44193
18669;0;33425
11463;5;238
8885;4;72358
11692;0;33425
10439;1;44576
70576;7;44540
19472;9;865
38173;6;16373
13770;1;28612
44344;7;49091
37228;1;62948
13342;0;33425
41539;7;52969
45570;1;67763
64918;1;62781
34581;1;28612
72167;1;15401
48190;0;33425
1343;5;10761
31283;5;4890
28478;0;33425
24420;7;64118
14511;1;32071
19394;7;43052
5395;3;27995
31389;3;41468
37043;0;33425
24890;11;11397
49227;5;21209
18822;8;25440
43252;9;69087
39414;5;38270
28096;7;65860
4009;0;6953
12156;7;43208
14229;6;16373
31823;9;21131
34354;5;238
5932;0;33425
68333;1;28612
43865;9;13397
16079;8;74774
52196;5;43286
29334;8;62630
36211;1;27985
40662;1;28612
15814;9;58604
52541;11;61750
9328;1;38092
16981;9;64917
14403;5;55720
21503;8;50357
3672;0;6953
14475;1;28612
3525;5;36480
25292;5;11868
12829;8;21131
2688;6;27262
44172;1;28612
70972;1;27107
22101;1;44576
57465;5;11868
17619;5;53502
26257;3;59801
13696;0;33425
36079;10;5692
31721;9;15499
6881;0;33425
70941;8;63497
28682;4;48077
22502;2;20228
10869;6;65451
61705;8;12648
60146;4;34097
8866;0;33425
64879;7;60808
61306;4;54405
37014;0;33425
18384;0;33425
18488;4;9219
33219;5;20997
29917;4;53572
5106;7;56449
34054;8;2539
40882;5;68406
37802;8;6288
14440;5;43817
22227;8;12030
142;9;62787
60247;0;33425
15857;5;11868
22006;0;33425
70340;8;53916
53200;5;31725
74759;7;25792
6033;3;56522
21405;5;25619
3035;7;23453
42314;1;32504
17791;0;33425
51682;12;63311
50896;5;43598
35920;9;18170
14014;7;15499
13800;3;38241
26700;7;14245
1867;0;6953
35106;8;26794
27644;0;33425
70239;0;33425
71350;9;10425
50394;9;16737
53228;0;33425
11170;6;6401
33714;8;3503
44622;5;4890
46108;8;36876
17446;9;43359
16045;1;38092
32442;11;64544
70093;8;50397
3389;5;9726
27314;5;43598
44471;5;65514
7451;4;30578
24755;5;51015
43387;5;55980
71132;7;53246
57416;8;43208
31025;2;6844
13513;5;32012
13272;5;16668
47590;7;6275
50127;4;21301
37567;5;26335
2019;5;51182
42733;8;72520
19657;0;33425
50724;0;33425
16130;9;56449
19234;8;15944
67874;0;6953
41542;7;3554
61947;0;33425
61579;5;55579
40199;8;62307
48799;10;7756
27741;8;64632
37446;8;47489
27146;8;65319
9623;0;33425
6006;9;69252
74448;9;227
46639;1;32504
42340;9;14496
2962;0;33425
55852;1;67763
6910;5;17638
27935;5;16668
21795;8;46436
25065;0;33425
58168;5;11868
42361;11;34800
73635;9;64632
16487;7;21131
40205;11;15813
12024;5;34328
11999;9;51237
37806;0;33425
36208;1;28612
58611;9;27638
33222;5;11868
52054;6;64917
53992;7;58933
25880;0;33425
27205;6;6401
57662;7;39083
68405;7;28586
70984;9;56449
36577;6;44193
9632;0;33425
32511;9;24450
40759;5;53502
23331;8;39083
49664;0;33425
306;3;59421
39368;7;15934
8617;8;43085
24442;1;15401
12092;1;28612
36742;5;13999
38111;11;22732
22410;5;11868
55880;9;58604
34152;7;39112
54925;7;50397
11054;0;33425
11071;8;37992
17110;0;33425
38803;7;54421
29587;1;32504
13850;6;41375
50509;0;33425
26849;0;33425
72042;8;73177
5943;9;67197
46057;5;68406
45596;3;59482
1486;1;28612
1858;9;64434
14954;0;33425
51672;0;6953
41593;0;33425
44175;0;33425
36775;7;48328
35044;8;21131
7862;0;33425
69194;5;11868
13710;6;40025
5657;7;55257
71677;4;39656
58424;0;33425
15636;4;21349
44930;5;55980
21581;7;68433
55587;8;53073
16283;4;59681
22086;8;64632
7876;7;10188
59941;0;6953
70066;5;16668
33064;7;58933
68506;8;49481
19262;12;26037
61463;8;8865
50895;3;38241
19321;6;43849
55586;0;33425
15356;1;9099
15065;8;69252
58451;10;57343
56459;0;33425
58111;9;68040
52228;4;45468
22864;7;26683
39862;8;32504
25567;0;33425
19072;9;74349
2744;1;49404
49170;0;33425
61204;5;11868
63431;9;51155
5171;1;7992
708;10;49408
43677;6;51825
52318;0;33425
73879;8;5306
33556;9;73695
27098;1;7992
22000;0;33425
3240;5;59082
71887;8;14777
72309;5;68406
11086;7;56698
21815;0;33425
6172;0;33425
61327;9;39420
27446;0;33425
17849;0;33425
41632;7;33316
52047;5;23534
3136;7;49091
43499;8;68392
45913;5;11868
22266;0;33425
26923;1;67763
53196;0;33425
63938;8;21131
39046;11;9239
20824;7;22484
17450;1;38092
68939;7;7812
48539;9;36944
72914;0;6953
48785;0;33425
42625;8;56546
25018;5;9726
50043;6;48485
44107;4;57759
26595;1;28612
14346;0;6953
1507;7;49613
33402;1;28612
69373;0;33425
10340;8;57126
13368;7;21098
9817;0;33425
44178;5;38018
33308;5;25619
26527;0;33425
73042;9;21131
47632;0;33425
3602;1;28612
70302;0;33425
27369;0;33425
4677;0;33425
5760;4;43109
67446;5;23759
71528;2;35993
63225;8;46501
36830;5;34328
30026;7;36603
56143;1;28612
25279;5;39372
40244;9;56449
1774;4;45468
15269;0;33425
72256;0;33425
31932;7;8064
4726;1;13961
12458;0;33425
43298;7;53342
16438;1;32504
45208;5;16668
27074;3;56522
44134;0;33425
59025;5;11868
59992;6;51543
66322;9;11345
73971;5;68406
58889;0;33425
67869;11;67231
27154;0;33425
56530;9;50397
1589;8;32504
19141;7;32478
21091;9;18170
17892;0;33425
20125;5;238
51276;7;69401
35030;5;238
18953;8;23750
47930;11;2169
18463;7;11810
20577;8;55267
66888;9;72799
16313;8;14456
56131;1;45368
44959;5;238
36478;1;28612
30615;5;5283
39236;5;11868
68202;7;11319
71709;1;32071
2530;0;33425
35547;5;33567
70657;6;48453
58660;2;19527
10149;5;957
15164;7;6690
26399;1;28612
41849;1;35699
48664;3;26940
34732;1;28612
21241;1;28612
31998;1;38092
50761;9;54891
19914;0;33425
37109;5;55980
5393;8;64632
37041;1;67763
58968;6;51825
4626;0;33425
21739;7;20930
63570;9;73643
71597;0;33425
53649;9;42276
44498;8;53943
34457;7;164
50210;2;14979
3288;12;73484
44455;1;28612
25816;9;57652
40638;9;37623
14368;0;33425
56235;0;33425
74772;6;59216
41120;8;27985
8549;5;9086
35113;6;51825
70748;8;8131
50023;12;1516
1071;1;32504
42564;5;20997
44826;10;62870
46725;2;14979
23454;7;39112
11129;12;66690
56159;6;61011
34155;7;41532
50472;2;20228
55588;9;39083
54904;5;36327
68127;9;69252
42825;8;24885
72293;9;66675
21247;9;26640
59390;6;12501
57305;1;49404
28867;10;14936
73237;5;31725
30946;1;32504
48639;8;24885
6724;1;28612
50841;8;66991
53689;4;20834
69936;8;32173
70499;9;63903
7016;5;34347
22692;9;50883
41980;9;6973
29587;6;30488
73836;9;227
56947;7;73682
1838;0;33425
36049;7;19707
46111;1;74349
13488;0;33425
11093;5;11868
41639;1;28612
13774;1;28612
37063;6;978
23103;5;68406
793;3;38241
46890;4;43415
48493;1;9099
41246;9;10519
62993;1;28612
69533;0;33425
56787;1;32504
25925;9;64434
68262;5;24721
55689;6;1342
33503;8;19294
46254;11;74088
71535;4;47325
7944;1;28612
50220;9;21131
23505;11;9528
61770;1;28612
16508;8;48707
52487;0;33425
62506;1;28612
25384;8;45246
8706;5;21209
48482;0;33425
31169;5;23759
62962;9;50281
68992;1;32504
23015;5;20997
60438;12;22884
72183;1;38092
72345;5;25619
68311;1;28612
893;0;33425
25153;8;17611
64564;5;68406
34620;8;10798
37041;6;47980
3795;1;38092
17967;6;61011
15834;8;47568
15124;0;33425
30895;8;13345
52233;5;25619
60908;1;27107
73625;3;27995
55412;4;39023
27965;1;28612
26246;8;69252
57604;8;68674
2887;11;24898
26120;0;33425
45736;1;28694
1689;0;33425
48155;5;11868
9818;1;28612
31754;0;6953
4019;8;25515
41948;12;31838
1338;6;16373
57748;9;46645
17333;0;6953
74154;1;28612
60838;7;63824
9553;1;28612
8105;5;10761
31300;9;50397
61024;5;5283
56133;1;28612
9653;9;31437
72581;0;6953
67069;5;11600
496;9;9692
14959;8;27822
21198;12;22236
45517;0;6953
70217;0;33425
29974;0;33425
47954;0;33425
346;9;14496
13764;1;67763
25767;9;49953
51912;5;12512
4849;9;57785
55713;5;68406
69197;7;7957
47829;8;7812
64390;0;6953
61726;7;50397
69493;0;33425
35273;8;2900
27512;1;28612
15491;5;10761
33414;5;9726
23572;1;28612
42928;4;25251
37436;0;33425
28519;1;35699
71329;0;33425
40235;8;11625
33158;8;72547
58083;0;33425
25020;0;33425
72884;0;6953
32971;6;30488
47539;6;51825
31446;1;35699
2914;8;4803
70603;5;34328
5915;5;30604
36804;8;42055
57859;1;38092
16551;5;13999
39153;1;32071
8411;0;33425
30380;5;30063
32927;8;66406
66100;0;33425
43885;1;28694
47905;7;43300
26056;3;10134
51646;1;27107
68775;4;51574
10884;1;46648
57058;11;9056
4196;3;66921
2058;5;68406
50101;3;770
57878;2;24490
16744;0;33425
53071;3;69454
68511;8;47920
66698;7;37008
5354;5;68406
6223;9;19090
27125;5;17638
6136;7;60233
72963;7;51687
10639;5;8506
70212;11;17264
63385;0;33425
65719;5;25619
26027;5;34044
10124;4;1441
55250;7;47286
13648;5;11868
7282;3;10294
74342;5;58615
10790;10;46942
69587;0;33425
7654;8;43359
42139;9;53815
17381;0;33425
73809;0;33425
66334;0;33425
69713;5;53502
47558;0;6953
17458;5;9086
48559;5;25619
38422;4;10558
62158;9;22583
27286;8;27547
17738;5;53502
5535;0;33425
56016;8;44509
69576;7;32949
30640;0;33425
18623;4;38666
44692;1;28612
15835;1;49404
73169;4;53572
15606;0;6953
1795;0;6953
50642;9;57521
44964;7;16777
32179;6;17618
41606;7;39083
15760;5;55906
69646;1;67763
46249;2;31724
2215;0;33425
54456;0;33425
29270;5;6230
32746;7;27638
25343;1;32504
12473;8;6566
36346;9;3720
59457;3;44307
37599;8;21131
61113;5;23534
55595;1;32071
4816;1;69614
16886;1;67763
73976;5;42107
47630;5;68430
64314;1;28612
73524;7;28706
27814;8;74774
18164;6;27262
50120;9;4
44528;1;67763
3206;5;55720
54493;9;21131
34221;0;33425
1172;1;32504
17694;5;31725
9202;8;53793
64203;1;38092
62712;9;22515
56776;5;24689
19050;0;33425
57366;8;21308
66966;1;32504
24963;4;9803
48454;0;33425
24358;1;35699
45317;7;8687
17463;6;44193
58228;4;27058
26072;0;33425
49971;1;67763
19430;0;33425
12002;4;23198
23095;6;6401
37331;0;6953
46134;9;17801
41960;1;14734
8885;5;55980
15490;5;238
56556;5;25619
59288;9;37354
63745;6;30488
21953;4;38666
58112;6;43849
52665;5;238
14462;4;74187
11384;3;14267
70939;9;47594
2321;10;42074
59561;9;39083
50060;8;64632
27676;1;28612
52437;3;21172
11547;11;41272
39479;1;32504
66430;1;28612
45744;6;6401
26443;6;61011
4813;8;40130
64087;5;25619
24774;9;52473
26532;5;68430
31953;0;33425
2654;12;66212
39655;10;70590
40874;8;56475
44740;0;33425
4478;8;69252
21859;1;7973
50778;1;28612
45420;8;73643
74603;7;50187
2092;0;33425
66100;7;45526
10089;5;31725
54617;1;28612
9784;8;27955
50090;0;33425
